work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type
W-624660,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-251488,Sanitation,2022-05-30,2022-06-08,26061911.47,17343480.72,95,"B-987613,B-91538,B-446736",,False,
W-578569,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-810339,Health,2025-05-30,2025-06-29,30690353.81,23047227.21,78,"B-342911,B-898831",,False,
W-328795,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-856189,Other,2025-02-08,2025-02-26,36466548.18,25682583.7,62,"B-653626,B-924803,B-640261",,False,
W-579881,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-714355,Other,2022-09-04,2022-09-13,33485995.63,22865574.68,92,"B-568096,B-814210,B-544413",,False,
W-707866,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-329167,Sanitation,2025-04-19,2025-05-06,6413660.46,4183106.93,48,"B-959309,B-379747",,False,
W-518318,SUKANTA KUMAR PANIGRAHI,Lok Sabha,Odisha,KANDHAMAL,V-216124,Water,2024-08-13,2024-08-23,18827157.17,13114822.2,87,"B-151362,B-718678",,False,
W-919675,SUKHDEO BHAGAT,Lok Sabha,Jharkhand,LOHARDAGA(ST),V-314600,Sanitation,2023-12-19,2024-01-14,23706073.7,16173828.38,95,"B-168122,B-687560,B-820238",,False,
W-208428,SUKHDEO BHAGAT,Lok Sabha,Jharkhand,LOHARDAGA(ST),V-603712,Health,2023-07-21,2023-08-17,58932598.26,43475261.81,36,"B-479707,B-803576",,False,
W-416961,SUKHDEO BHAGAT,Lok Sabha,Jharkhand,LOHARDAGA(ST),V-166578,Road,2025-12-07,2025-12-20,88324175.36,67127732.7,71,"B-639520,B-400758",,False,
W-803904,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-254397,Other,2026-08-14,2026-06-04,60215713.53,56547064.76,31,"B-600425,B-77593,B-436585",,True,delayed_completion
W-158616,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-320938,Other,2022-08-14,2022-09-03,7162823.7,5118743.99,47,"B-328993,B-996782,B-523569",,False,
W-870206,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-995874,Health,2024-11-07,2024-12-07,31639275.44,33108357.61,76,"B-194492,B-127084,B-416628,B-740136",,True,cost_overrun
W-567797,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-896941,Water,2025-09-30,2025-10-08,13777873.11,9248405.67,67,"B-820033,B-698468",,False,
W-825449,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-991610,Water,2025-08-04,2025-08-11,26771410.88,17648038.79,44,"B-305282,B-944508,B-958157",,False,
W-781457,SUKHJINDER SINGH RANDHAWA,Lok Sabha,Punjab,GURDASPUR,V-325933,Sanitation,2025-07-12,2025-07-17,6697903.34,4726154.35,54,"B-233295,B-485495,B-145639,B-286440,B-554839",,False,
W-459169,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-247935,Road,2024-06-08,2024-06-10,6615142.33,6200278.85,51,"B-265856,B-274127,B-746023",,False,
W-717599,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-257579,Health,2023-01-04,2023-01-07,27101106.2,22279919.82,83,"B-907135,B-702171",,False,
W-304815,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-527929,Road,2024-02-09,2024-03-07,39126032.78,26226990.51,68,"B-881523,B-112686,B-45975",,False,
W-837697,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-757270,Other,2024-11-11,2024-12-14,7910143.35,5556557.62,80,"B-392727,B-399712",,False,
W-922280,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-740757,Other,2023-04-01,2023-04-22,29624071.51,28834644.62,66,"B-517635,B-702776,B-518811",,False,
W-881253,SUNIL BOSE,Lok Sabha,Karnataka,CHAMARAJANAGAR(SC),V-972746,Water,2022-04-10,2022-05-02,35888503.82,25131449.87,42,"B-124349,B-23459,B-895734,B-811689",,False,
W-107508,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-648677,Water,2026-08-30,2026-09-22,9064819.5,7002377.18,66,"B-685000,B-173343,B-833594",,False,
W-459256,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-823068,Other,2022-09-17,2022-09-17,26975082.79,22373285.4,73,"B-748516,B-290152,B-178912,B-454612",,False,
W-604004,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-108487,Health,2025-05-29,2025-06-15,9731583.56,8615507.67,73,"B-371815,B-26312,B-356480,B-368063,B-837413",,False,
W-558989,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-301872,Health,2025-10-28,2025-11-24,4866792.24,4544151.61,88,"B-49075,B-922411,B-393481,B-657878",,False,
W-971537,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-770568,Education,2024-09-30,2024-10-27,19087650.37,16039283.61,45,"B-981865,B-600331,B-650224,B-795991,B-157015",,False,
W-494221,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-37463,Health,2023-05-24,2023-06-11,7024375.06,6630242.14,66,"B-769213,B-601300,B-857196,B-61793,B-547058",,False,
W-115032,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-834077,Road,2025-11-23,2025-12-11,29695392.45,27786294.95,52,"B-718215,B-36064,B-35219,B-923421,B-372704",,False,
W-838463,Sunil Dattatray Tatkare,Lok Sabha,Maharashtra,RAIGAD,V-779038,Other,2026-01-04,2026-01-17,39819304.03,28413960.88,60,"B-270233,B-214929",,False,
W-867875,Sunil Kumar,Lok Sabha,Bihar,VALMIKI NAGAR,V-159606,Other,2022-06-16,2022-07-19,4446853.4,3470461.73,54,"B-565154,B-944692,B-892231,B-407726",,False,
W-565166,Sunil Kumar,Lok Sabha,Bihar,VALMIKI NAGAR,V-221661,Sanitation,2022-11-06,2022-11-24,26893292.19,25256921.4,80,"B-330576,B-119831,B-10764",,False,
W-177052,Sunil Kumar,Lok Sabha,Bihar,VALMIKI NAGAR,V-953410,Water,2023-12-20,2024-01-04,34555306.04,32071543.74,53,"B-251030,B-336303",,False,
W-106820,Sunil Kumar,Lok Sabha,Bihar,VALMIKI NAGAR,V-881573,Water,2026-05-12,2026-06-01,30999395.13,24240587.97,50,"B-450596,B-168129,B-950570,B-909571,B-785404",,False,
W-693581,Sunil Kumar,Lok Sabha,Bihar,VALMIKI NAGAR,V-972220,Health,2023-05-24,2023-06-18,49370153.24,32262583.83,51,"B-707706,B-706987,B-852477,B-32498,B-315725",,False,
W-419676,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-613854,Sanitation,2023-08-22,2023-09-13,45961623.36,39065459.52,45,"B-533501,B-573343",,False,
W-889001,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-909538,Water,2022-05-07,2022-06-01,26400480.66,25333175.71,82,"B-531664,B-195991",,False,
W-911881,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-907576,Health,2021-11-24,2021-12-18,36186811.76,23785387.02,71,"B-311433,B-332150",,False,
W-529335,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-548543,Road,2024-07-05,2024-07-21,24446328.77,20803700.98,53,"B-197124,B-70619,B-934198",,False,
W-686189,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-445977,Other,2024-07-29,2021-09-16,5890674.3,5195832.24,31,"B-425467,B-645747,B-406889,B-426804,B-610394",,True,delayed_completion
W-625730,SURENDRA PRASAD YADAV,Lok Sabha,Bihar,JAHANABAD,V-70599,Sanitation,2025-06-02,2025-06-14,15663166.58,12848943.87,75,"B-17569,B-790418,B-92520,B-517222,B-787151",,False,
W-901452,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-789279,Education,2023-10-16,2023-11-10,12967232.21,11804603.42,93,"B-122538,B-543518,B-716728,B-628503,B-49052",,False,
W-523867,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-446759,Sanitation,2023-05-31,2023-06-13,15167317.24,12391523.62,42,"B-722252,B-574960,B-582544,B-336381",,False,
W-568343,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-550648,Other,2024-11-03,2024-11-06,9865356.06,8359773.49,37,"B-5824,B-759488,B-651041,B-758246",,False,
W-154441,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-765625,Road,2022-07-18,2022-08-08,18609692.27,16677424.82,57,"B-599241,B-574377",,False,
W-581731,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-794750,Education,2021-10-11,2021-11-06,26265406.73,18876586.25,56,"B-913919,B-375755,B-833347,B-698789,B-81344,B-DUP-014",,True,duplicate_beneficiary
W-543639,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-55429,Water,2023-08-10,2023-08-18,14911112.03,12113153.49,70,"B-858614,B-888100,B-45192",,False,
W-487923,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-262664,Health,2021-11-24,2021-12-03,38195267.37,29386069.91,66,"B-866285,B-124497",,False,
W-454120,SURESH GOPI,Lok Sabha,Kerala,THRISSUR,V-230236,Road,2024-10-29,2024-11-17,10283616.07,9782796.24,93,"B-650050,B-180544,B-941104",,False,
W-818400,Suresh Kumar Kashyap,Lok Sabha,Himachal Pradesh,SHIMLA (SC),V-576051,Health,2021-10-24,2021-11-21,77215158.9,59334470.39,90,"B-346499,B-615279,B-19838",,False,
W-581673,Suresh Kumar Kashyap,Lok Sabha,Himachal Pradesh,SHIMLA (SC),V-543096,Education,2025-07-09,2025-07-25,32904656.5,31120494.58,89,"B-542115,B-60591,B-415305",,False,
W-938808,Suresh Kumar Kashyap,Lok Sabha,Himachal Pradesh,SHIMLA (SC),V-523734,Health,2026-02-03,2026-02-06,9460211.95,6685910.44,51,"B-780167,B-514482,B-887615,B-51643,B-503206",,False,
W-970107,Suresh Kumar Kashyap,Lok Sabha,Himachal Pradesh,SHIMLA (SC),V-684206,Water,2025-07-21,2025-07-26,33216109.97,25148413.93,82,"B-837203,B-116845",,False,
W-792203,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-102811,Water,2026-03-30,2026-04-25,8079250.81,6287353.47,63,"B-881285,B-5220,B-614634",,False,
W-877379,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-557756,Sanitation,2024-03-05,2024-03-18,13037971.6,10880099.74,74,"B-735770,B-499537,B-279266",,False,
W-155196,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-912947,Road,2024-11-15,2024-12-09,33793857.92,29189406.0,68,"B-453091,B-114129,B-966045,B-349698",,False,
W-908225,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-99849,Other,2024-03-06,2024-03-07,15288333.04,15677970.56,81,"B-217825,B-710312,B-311689",,True,cost_overrun
W-107797,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-360838,Health,2023-05-21,2023-06-05,21331125.97,17075368.58,81,"B-663195,B-195466,B-35950",,False,
W-217892,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-460950,Education,2022-05-14,2022-06-06,17313222.19,11333111.28,45,"B-613415,B-840647,B-34906,B-720209,B-967056",,False,
W-712646,SURESH KUMAR SHETKAR,Lok Sabha,Telangana,ZAHIRABAD,V-483270,Education,2025-02-28,2025-03-03,37421238.46,36669277.86,65,"B-586300,B-357380,B-595256,B-214678",,False,
W-525380,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-86631,Road,2022-03-11,2022-04-12,25138251.47,21170665.12,68,"B-95775,B-373210,B-97686,B-855686,B-446717",,False,
W-993293,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-923773,Education,2025-01-30,2025-02-18,6021410.11,4738533.14,81,"B-166131,B-867967,B-55633",,False,
W-743479,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-548039,Other,2023-06-19,2023-07-06,12171405.92,10693386.64,54,"B-554112,B-546136,B-281164,B-385487,B-736847",,False,
W-917246,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-981213,Other,2023-03-30,2023-04-26,40024461.27,30541092.91,81,"B-629903,B-129881,B-808919,B-395430",,False,
W-518243,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-528284,Sanitation,2022-08-21,2022-09-08,12876339.28,8616775.12,47,"B-278653,B-368770,B-921882",,False,
W-316436,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-376453,Sanitation,2022-09-28,2022-10-25,16200205.28,10652723.78,84,"B-114669,B-449193,B-848192,B-96661,B-811361",,False,
W-576053,Swami Sachchidanandhari Sakshi ji Maharaj,Lok Sabha,Uttar Pradesh,UNNAO,V-633621,Other,2024-05-29,2024-08-26,33832926.67,32098644.38,54,"B-169084,B-286623",,True,delayed_completion
W-311281,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-537717,Sanitation,2022-02-26,2022-03-12,26458022.68,23279871.73,39,"B-929481,B-499130",,False,
W-293575,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-470308,Water,2025-08-09,2025-09-06,40986500.31,37731166.55,41,"B-610191,B-768289,B-935683",,False,
W-326830,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-13167,Water,2021-12-10,2021-12-10,4657639.14,3690236.93,89,"B-251999,B-564228",,False,
W-518852,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-359274,Other,2023-07-07,2023-08-04,22577789.52,16620912.99,62,"B-368514,B-774287,B-584075,B-903314,B-980788",,False,
W-607760,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-5995,Sanitation,2021-11-26,2021-12-30,12496710.8,11870823.72,93,"B-368880,B-551248,B-849968,B-765257",,False,
W-759511,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-503417,Road,2025-08-21,2025-08-30,23154288.73,21218480.83,54,"B-940580,B-310992,B-860594,B-7801",,False,
W-581215,T Sumathy (A) Thamizhachi Thangapandian,Lok Sabha,Tamil Nadu,CHENNAI SOUTH,V-952666,Water,2022-06-26,2022-07-25,15934048.82,12340811.86,57,"B-231007,B-996213",,True,sanction_delay
W-468773,TANGELLA UDAY SRINIVAS,Lok Sabha,Andhra Pradesh,KAKINADA,V-194011,Other,2023-03-01,2023-03-26,34997742.33,25922789.99,49,"B-366714,B-760119,B-967005,B-195734,B-410536",,False,
W-739853,TANGELLA UDAY SRINIVAS,Lok Sabha,Andhra Pradesh,KAKINADA,V-823321,Education,2023-12-16,2023-12-17,38967887.69,31327266.22,50,"B-139781,B-832626,B-730996",,False,
W-830618,TANGELLA UDAY SRINIVAS,Lok Sabha,Andhra Pradesh,KAKINADA,V-393575,Health,2024-08-29,2024-10-01,124455167.3,108706369.57,78,"B-991026,B-985560,B-472698,B-891929,B-134532",,False,
W-530169,TANUJ PUNIA,Lok Sabha,Uttar Pradesh,BARABANKI(SC),V-653869,Sanitation,2024-01-24,2024-02-20,42395565.56,33373898.2,90,"B-281672,B-653357,B-410266",,False,
W-390408,TANUJ PUNIA,Lok Sabha,Uttar Pradesh,BARABANKI(SC),V-483276,Health,2024-12-14,2024-12-24,18857133.5,14541319.52,50,"B-766779,B-536972,B-18748,B-330890,B-735788",,False,
W-753645,TANUJ PUNIA,Lok Sabha,Uttar Pradesh,BARABANKI(SC),V-505378,Sanitation,2025-03-22,2025-04-16,29791215.46,21820877.53,58,"B-656686,B-436246,B-149303,B-472599",,False,
W-909610,TANUJ PUNIA,Lok Sabha,Uttar Pradesh,BARABANKI(SC),V-259781,Other,2022-11-03,2022-11-16,56413264.74,52926085.8,95,"B-203419,B-192926,B-103624",,False,
W-568838,TARIQ ANWAR,Lok Sabha,Bihar,KATIHAR,V-485468,Health,2023-08-19,2023-09-09,81676110.67,77670606.17,76,"B-956793,B-421238,B-613631,B-21590,B-79552",,False,
W-565715,TARIQ ANWAR,Lok Sabha,Bihar,KATIHAR,V-724629,Water,2025-07-08,2025-07-13,25472544.49,19172445.61,86,"B-466116,B-275901",,False,
W-469691,TARIQ ANWAR,Lok Sabha,Bihar,KATIHAR,V-356573,Health,2023-10-07,2023-10-24,31966433.67,28406631.47,85,"B-296445,B-827359,B-996289,B-508106",,False,
W-382746,TARIQ ANWAR,Lok Sabha,Bihar,KATIHAR,V-31207,Other,2022-06-23,2022-07-27,7149911.17,6725617.48,84,"B-137367,B-686857",,False,
W-443856,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-394084,Health,2022-07-20,2022-08-02,8275470.17,7786802.49,52,"B-544278,B-856256,B-433472,B-620889",,False,
W-398910,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-19254,Education,2025-07-01,2025-10-15,20916504.2,18817214.78,70,"B-686922,B-380527,B-174339,B-567999",,True,sanction_delay
W-811690,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-397363,Health,2025-06-11,2025-07-07,24866560.55,22065753.6,38,"B-874494,B-174659,B-212331,B-255084",,False,
W-752181,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-70736,Sanitation,2023-11-04,2023-11-21,10125740.78,8475847.88,82,"B-225964,B-964323,B-237285",,False,
W-196862,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-438664,Road,2026-07-15,2026-07-28,35456676.1,26215016.29,67,"B-923386,B-347829,B-553659",,False,
W-630649,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-280421,Sanitation,2023-12-02,2023-12-16,15238208.82,12818308.17,69,"B-100636,B-226703,B-935166",,False,
W-920833,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-504313,Water,2023-08-27,2023-08-30,49220263.16,37515256.67,72,"B-623384,B-166603,B-675263",,False,
W-843359,Thalikkottai Rajuthevar Baalu,Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,V-933739,Other,2025-05-13,2025-06-17,31821583.65,24179769.96,54,"B-255051,B-438501",,True,sanction_delay
W-836075,THANGA TAMILSELVAN,Lok Sabha,Tamil Nadu,THENI,V-563293,Road,2023-09-18,2023-09-19,72016498.95,68793120.65,50,"B-111738,B-209707,B-986149,B-786131",,False,
W-906847,THANGA TAMILSELVAN,Lok Sabha,Tamil Nadu,THENI,V-993487,Health,2022-02-26,2022-03-31,43388337.26,31662694.58,40,"B-45826,B-790306,B-764916",,False,
W-651679,THANGA TAMILSELVAN,Lok Sabha,Tamil Nadu,THENI,V-751647,Other,2022-05-30,2022-06-19,30860163.79,28847934.36,95,"B-154534,B-623068",,False,
W-448028,THARANIVENTHAN M S,Lok Sabha,Tamil Nadu,ARANI,V-812957,Road,2022-11-06,2022-11-20,18874173.51,12660722.75,66,"B-463390,B-897068,B-523616,B-431769,B-179162",,False,
W-250651,THARANIVENTHAN M S,Lok Sabha,Tamil Nadu,ARANI,V-78745,Health,2025-03-18,2025-03-18,23371343.67,20463086.42,53,"B-450556,B-949803,B-275591",,False,
W-736706,THARANIVENTHAN M S,Lok Sabha,Tamil Nadu,ARANI,V-386921,Other,2022-06-05,2022-06-21,42751796.21,31760920.12,51,"B-345493,B-813031,B-359220",,False,
W-688399,THARANIVENTHAN M S,Lok Sabha,Tamil Nadu,ARANI,V-831748,Education,2026-01-07,2026-02-07,82498125.34,71071708.12,88,"B-456133,B-744269,B-171962,B-163247,B-422545",,True,sanction_delay
W-744200,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-640427,Water,2023-03-25,2023-03-25,2541242.32,2191482.69,45,"B-617282,B-915473",,False,
W-885214,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-42240,Sanitation,2024-07-15,2024-07-29,17285234.81,16012226.09,69,"B-250480,B-637501",,False,
W-843020,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-996197,Education,2023-10-12,2023-10-21,17507693.44,15125695.29,90,"B-200546,B-863500",,False,
W-605893,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-397469,Sanitation,2025-09-11,2025-09-30,23221051.07,18512340.74,51,"B-349816,B-129018,B-41489",,False,
W-137921,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-358231,Other,2024-02-04,2024-03-07,67416503.86,52808288.98,38,"B-844958,B-90874,B-382691,B-984850,B-704908",,False,
W-670550,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-471500,Sanitation,2022-12-05,2022-12-25,1324555.9,1233208.61,80,"B-25963,B-197032,B-595096",,False,
W-708254,Thiru Dayanidhi Maran,Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,V-53696,Sanitation,2025-09-23,2025-10-27,16968718.6,13819759.73,92,"B-823933,B-271111,B-893148,B-956520",,False,
W-443027,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-851065,Other,2022-12-03,2022-12-10,44224301.0,35895085.95,86,"B-73814,B-558330,B-444723,B-722462",,False,
W-316867,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-823827,Sanitation,2026-08-15,2026-09-12,6116357.65,4906092.52,62,"B-391111,B-171414",,False,
W-566179,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-289731,Road,2024-04-05,2023-12-16,5548862.35,5141153.09,37,"B-488477,B-77491,B-906501,B-469169",,True,delayed_completion
W-891462,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-102355,Sanitation,2022-07-21,2022-08-01,6391047.8,6096550.96,68,"B-429963,B-190259",,False,
W-865906,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-18415,Water,2024-04-24,2024-05-05,39004042.74,30979134.43,84,"B-644963,B-308557,B-516121,B-370335",,False,
W-372452,Thirumaa Valavan Thol,Lok Sabha,Tamil Nadu,CHIDAMBARAM(SC),V-678891,Other,2024-12-19,2025-01-17,44980388.45,30106496.57,44,"B-783889,B-722719,B-439001,B-936385,B-411371",,False,
W-886516,TOKHAN SAHU,Lok Sabha,Chhattisgarh,BILASPUR,V-478509,Sanitation,2022-12-14,2022-12-30,20706896.0,19353267.34,79,"B-861990,B-189528",,False,
W-635176,TOKHAN SAHU,Lok Sabha,Chhattisgarh,BILASPUR,V-958135,Road,2024-11-18,2024-12-17,27637593.08,26771465.92,81,"B-392726,B-261582",,False,
W-838827,TOKHAN SAHU,Lok Sabha,Chhattisgarh,BILASPUR,V-713913,Road,2022-12-11,2023-01-13,7788686.93,7103357.0,48,"B-632895,B-462631,B-847791,B-427397",,False,
W-328696,TOKHAN SAHU,Lok Sabha,Chhattisgarh,BILASPUR,V-814781,Health,2023-09-28,2023-11-01,51060128.27,37704133.92,40,"B-155148,B-419439,B-234741,B-403722",,False,
W-728958,TOKHAN SAHU,Lok Sabha,Chhattisgarh,BILASPUR,V-210332,Water,2026-06-02,2026-06-12,39071695.72,36713015.88,54,"B-926624,B-834313",,False,
W-890332,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-58094,Sanitation,2023-05-22,2023-06-23,36170865.27,26118743.61,58,"B-406453,B-495114,B-76074,B-442165,B-981407",,False,
W-727518,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-DUP-005,Health,2021-10-06,2021-10-13,23523524.85,16820369.95,63,"B-958214,B-612736,B-900799",,True,duplicate_vendor
W-640057,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-381691,Health,2022-04-28,2022-05-31,37459619.15,31585956.02,57,"B-14122,B-544114,B-745154,B-676968",,False,
W-529661,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-982895,Other,2023-05-22,2023-05-22,11964671.75,8000572.81,47,"B-589429,B-148618",,False,
W-772620,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-504892,Health,2022-04-14,2022-05-12,17609867.17,12822822.01,77,"B-953867,B-950150,B-310912",,False,
W-377496,TRIVENDRA SINGH RAWAT,Lok Sabha,Uttarakhand,HARDWAR,V-978066,Water,2025-04-30,2025-05-21,19536451.81,16463464.15,41,"B-675699,B-442282,B-121056",,False,
W-827760,UJJWAL RAMAN SINGH,Lok Sabha,Uttar Pradesh,ALLAHABAD,V-204743,Road,2026-03-04,2026-04-01,15713337.48,12359502.22,62,"B-426683,B-145413,B-820806,B-284147",,False,
W-106214,UJJWAL RAMAN SINGH,Lok Sabha,Uttar Pradesh,ALLAHABAD,V-588219,Other,2023-11-09,2023-12-13,59769448.0,50908663.5,67,"B-445960,B-735909,B-273368",,False,
W-864541,UJJWAL RAMAN SINGH,Lok Sabha,Uttar Pradesh,ALLAHABAD,V-198557,Water,2021-10-11,2021-11-05,25282869.62,22210223.82,39,"B-346908,B-406389,B-144508,B-835124,B-70593,B-DUP-013",,True,duplicate_beneficiary
W-342509,UJJWAL RAMAN SINGH,Lok Sabha,Uttar Pradesh,ALLAHABAD,V-153486,Health,2025-05-28,2025-07-01,45499344.9,42257313.54,85,"B-832001,B-651716,B-319942",,False,
W-824061,UMMEDA RAM BENIWAL,Lok Sabha,Rajasthan,BARMER,V-755894,Water,2026-07-07,2026-07-13,25104665.45,22487855.15,47,"B-136130,B-836988,B-66006,B-543784",,False,
W-360356,UMMEDA RAM BENIWAL,Lok Sabha,Rajasthan,BARMER,V-992887,Other,2025-11-09,2025-11-27,10544500.94,7399259.08,59,"B-393935,B-727448,B-714917,B-770865",,False,
W-856547,UMMEDA RAM BENIWAL,Lok Sabha,Rajasthan,BARMER,V-388533,Education,2024-08-09,2024-08-12,6218026.5,4738091.23,47,"B-721315,B-211071,B-181738",,False,
W-239261,UMMEDA RAM BENIWAL,Lok Sabha,Rajasthan,BARMER,V-265270,Education,2021-12-24,2022-01-23,29542195.44,23253710.33,58,"B-879224,B-271146,B-199436,B-864009",,False,
W-886135,UMMEDA RAM BENIWAL,Lok Sabha,Rajasthan,BARMER,V-932622,Water,2024-01-05,2024-02-04,27801296.63,21976942.08,38,"B-484385,B-614354,B-150158,B-945963,B-378441",,False,
