work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type,expenditure_ratio,days_since_sanction,days_since_recommendation,sanction_gap_days,is_overdue,vendor_work_count,beneficiary_work_count,house_Lok Sabha,house_Rajya Sabha,work_category_Education,work_category_Health,work_category_Other,work_category_Road,work_category_Sanitation,work_category_Water
W-837884,PRANITI SUSHILKUMAR SHINDE,Lok Sabha,Maharashtra,SOLAPUR(SC),V-523567,Road,2026-01-05,2026-02-07,63310101.06,49107569.0,77,"B-306787,B-231278",,False,,0.7756672028285023,207,240,33,False,1,2,True,False,False,False,False,True,False,False
W-724339,PRANITI SUSHILKUMAR SHINDE,Lok Sabha,Maharashtra,SOLAPUR(SC),V-89789,Education,2025-09-16,2025-09-19,2820030.9,1838940.6,83,"B-565974,B-548297,B-305932,B-354098",,False,,0.6520994503996393,348,351,3,False,1,4,True,False,True,False,False,False,False,False
W-811992,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-483075,Other,2024-09-10,2024-10-06,69388319.26,47757742.86,90,"B-298954,B-827742",,False,,0.6882677570132573,696,722,26,True,1,2,True,False,False,False,True,False,False,False
W-469745,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-130486,Water,2023-09-06,2022-02-10,8603492.14,7532205.12,44,"B-557126,B-829529",,True,delayed_completion,0.8754823038636494,1665,1092,-573,True,1,2,True,False,False,False,False,False,False,True
W-390472,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-429814,Sanitation,2022-03-13,2022-04-05,2979585.67,2227193.69,93,"B-85512,B-382241,B-478234,B-986719,B-41739",,False,,0.7474843608037623,1611,1634,23,True,1,5,True,False,False,False,False,False,True,False
W-281879,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-410352,Education,2022-09-13,2022-12-19,5978904.03,4385442.4,86,"B-591130,B-605637,B-913741,B-940751,B-889631",,True,sanction_delay,0.7334859997744436,1353,1450,97,True,1,5,True,False,True,False,False,False,False,False
W-602060,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-946504,Education,2022-04-10,2022-04-16,22719456.67,18297773.59,71,"B-781376,B-659580,B-418363,B-885790,B-122743",,False,,0.8053790130536602,1600,1606,6,True,1,5,True,False,True,False,False,False,False,False
W-351480,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-989756,Education,2021-12-02,2021-12-15,12346118.84,11400939.16,73,"B-955766,B-662264",,False,,0.923443173336569,1722,1735,13,True,1,2,True,False,True,False,False,False,False,False
W-706590,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-654987,Water,2024-08-09,2024-08-09,15176116.79,13394817.11,55,"B-178517,B-580318,B-159130,B-767789,B-821425",,False,,0.8826248041808856,754,754,0,True,1,5,True,False,False,False,False,False,False,True
W-836932,Prasun Banerjee,Lok Sabha,West Bengal,HOWRAH,V-443532,Sanitation,2024-11-26,2024-12-07,9073006.59,6524211.25,85,"B-435116,B-655235,B-73918",,False,,0.7190793024652702,634,645,11,True,1,3,True,False,False,False,False,False,True,False
W-585122,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-812773,Water,2022-03-09,2022-04-08,24710228.93,16586669.4,79,"B-906414,B-285752,B-539372,B-969458,B-267993",,False,,0.6712470955646465,1608,1638,30,True,1,5,True,False,False,False,False,False,False,True
W-338331,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-121729,Other,2024-12-21,2025-01-22,41202694.06,35230156.94,77,"B-434953,B-734398,B-608927,B-618154",,False,,0.8550449853763761,588,620,32,True,1,4,True,False,False,False,True,False,False,False
W-276737,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-961436,Road,2025-10-04,2025-10-05,31029072.71,28934327.85,45,"B-48383,B-664134",,False,,0.9324908971796341,332,333,1,False,1,2,True,False,False,False,False,True,False,False
W-974381,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-468090,Education,2023-02-18,2023-02-28,7273541.63,6950122.23,69,"B-655404,B-692107,B-282151,B-601539,B-120479",,False,,0.9555348114505808,1282,1292,10,True,1,5,True,False,True,False,False,False,False,False
W-987888,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-721308,Water,2023-01-24,2023-02-27,10386256.97,8383919.1,38,"B-481067,B-74166",,False,,0.8072127547215885,1283,1317,34,True,1,2,True,False,False,False,False,False,False,True
W-601316,Pratap Chandra Sarangi,Lok Sabha,Odisha,BALASORE,V-829766,Water,2023-05-29,2023-06-15,31727138.53,21693851.84,71,"B-203509,B-429718,B-808709,B-615235,B-479605",,False,,0.6837632653032073,1175,1192,17,True,1,5,True,False,False,False,False,False,False,True
W-978929,Prataprao Jadhav,Lok Sabha,Maharashtra,BULDHANA,V-42524,Health,2022-11-08,2022-11-15,53579076.08,41762843.19,44,"B-584395,B-943335,B-846391,B-106212,B-111238",,False,,0.7794618019848467,1387,1394,7,True,1,5,True,False,False,True,False,False,False,False
W-657328,Prataprao Jadhav,Lok Sabha,Maharashtra,BULDHANA,V-478733,Road,2022-12-20,2023-01-14,49599802.58,42916545.37,91,"B-410098,B-834961,B-567431,B-547755",,False,,0.865256374776482,1327,1352,25,True,1,4,True,False,False,False,False,True,False,False
W-761148,Prataprao Jadhav,Lok Sabha,Maharashtra,BULDHANA,V-DUP-005,Road,2021-09-05,2021-09-15,43086121.34,33244129.11,83,"B-566458,B-808929",,True,duplicate_vendor,0.7715739564409814,1813,1823,10,True,6,2,True,False,False,False,False,True,False,False
W-330069,Pratima Mondal,Lok Sabha,West Bengal,JOYNAGAR(SC),V-616975,Sanitation,2026-03-15,2026-04-03,13141114.61,9643332.96,90,"B-711314,B-883301,B-636658,B-371417",,False,,0.733829149672107,152,171,19,False,1,4,True,False,False,False,False,False,True,False
W-373029,Pratima Mondal,Lok Sabha,West Bengal,JOYNAGAR(SC),V-24609,Sanitation,2025-05-09,2025-06-24,77850527.88,74783742.08,87,"B-931212,B-504286,B-877519,B-229519,B-268809",,False,,0.9606067436726031,435,481,46,True,1,5,True,False,False,False,False,False,True,False
W-885202,Pratima Mondal,Lok Sabha,West Bengal,JOYNAGAR(SC),V-751492,Sanitation,2026-04-11,2026-04-22,24387314.1,22102192.37,42,"B-148614,B-292914",,False,,0.9062987534982379,133,144,11,False,1,3,True,False,False,False,False,False,True,False
W-600954,Pratima Mondal,Lok Sabha,West Bengal,JOYNAGAR(SC),V-807880,Road,2026-08-11,2026-09-05,30886043.4,22954863.04,61,"B-883276,B-729288",,False,,0.7432115128090508,-3,22,25,False,1,2,True,False,False,False,False,True,False,False
W-612718,Praveen Khandelwal,Lok Sabha,Delhi,CHANDINI CHOWK,V-221332,Sanitation,2023-05-09,2023-05-14,73220617.87,57759473.28,85,"B-508305,B-230086,B-554011,B-149198,B-605078",,False,,0.7888416536247947,1207,1212,5,True,1,5,True,False,False,False,False,False,True,False
W-287774,Praveen Khandelwal,Lok Sabha,Delhi,CHANDINI CHOWK,V-12461,Health,2023-12-18,2023-12-18,32700430.88,24622605.09,70,"B-358184,B-771613",,False,,0.7529749433686973,989,989,0,True,1,2,True,False,False,True,False,False,False,False
W-621517,Praveen Khandelwal,Lok Sabha,Delhi,CHANDINI CHOWK,V-4502,Road,2025-06-26,2025-07-25,19916919.12,18441501.38,35,"B-542583,B-945720,B-255732",,False,,0.9259213871828987,404,433,29,True,1,3,True,False,False,False,False,True,False,False
W-816803,Praveen Khandelwal,Lok Sabha,Delhi,CHANDINI CHOWK,V-730972,Water,2025-10-13,2025-11-07,20894956.74,17560657.98,73,"B-720268,B-962866",,False,,0.8404256681892514,299,324,25,False,1,2,True,False,False,False,False,False,False,True
W-619162,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,V-936489,Road,2022-02-11,2022-03-05,43232196.2,46209267.75,77,"B-734700,B-174912",,True,cost_overrun,1.0688623713731202,1642,1664,22,True,1,2,True,False,False,False,False,True,False,False
W-641387,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,V-79839,Sanitation,2022-04-28,2022-05-07,24159271.58,19267053.41,36,"B-111070,B-549840,B-541243,B-806518",,False,,0.7975014207775217,1579,1588,9,True,1,4,True,False,False,False,False,False,True,False
W-422494,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,V-225498,Health,2022-10-11,2022-10-28,25601549.68,23087499.72,37,"B-32094,B-603163,B-202439",,False,,0.9018008678605896,1405,1422,17,True,1,3,True,False,False,True,False,False,False,False
W-231110,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,V-663627,Education,2021-10-12,2021-11-05,4668817.81,4292870.71,91,"B-597859,B-541238,B-836072,B-593183,B-935874,B-DUP-013",,True,duplicate_beneficiary,0.9194770249559171,1762,1786,24,True,1,16,True,False,True,False,False,False,False,False
W-963917,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,V-734187,Road,2026-04-03,2026-04-29,53140249.4,50122272.69,94,"B-656261,B-596067",,False,,0.9432073288312418,126,152,26,False,1,2,True,False,False,False,False,True,False,False
W-289508,PRIYA SAROJ,Lok Sabha,Uttar Pradesh,MACHHLISHAHR(SC),V-290130,Sanitation,2022-01-01,2022-01-13,75126476.3,80181922.08,73,"B-123514,B-368317,B-445995",,True,cost_overrun,1.0672924650400515,1693,1705,12,True,1,3,True,False,False,False,False,False,True,False
W-663594,PRIYA SAROJ,Lok Sabha,Uttar Pradesh,MACHHLISHAHR(SC),V-DUP-013,Other,2021-10-09,2021-10-10,25830350.37,21176410.58,64,"B-3730,B-545993,B-237536,B-114172,B-18113",,True,duplicate_vendor,0.8198266874689706,1788,1789,1,True,5,5,True,False,False,False,True,False,False,False
W-330353,PRIYA SAROJ,Lok Sabha,Uttar Pradesh,MACHHLISHAHR(SC),V-455744,Other,2022-10-12,2022-10-23,45308173.33,33034563.89,84,"B-585067,B-156804,B-280094,B-320101,B-187383",,False,,0.7291082703642513,1410,1421,11,True,1,5,True,False,False,False,True,False,False,False
W-483226,Priyanka Gandhi Vadra,Lok Sabha,Kerala,WAYANAD,V-538259,Education,2022-03-21,2022-04-09,60774604.09,56818234.34,35,"B-727003,B-24317,B-427328,B-542661,B-723735",,False,,0.9349009375011134,1607,1626,19,True,1,5,True,False,True,False,False,False,False,False
W-870470,Priyanka Gandhi Vadra,Lok Sabha,Kerala,WAYANAD,V-925640,Other,2022-11-07,2022-11-30,47804274.63,41559619.48,73,"B-782216,B-24793,B-218020,B-165052",,False,,0.8693703607400599,1372,1395,23,True,1,4,True,False,False,False,True,False,False,False
W-965764,Priyanka Gandhi Vadra,Lok Sabha,Kerala,WAYANAD,V-582087,Education,2025-04-07,2025-04-25,13308621.27,10688075.79,82,"B-518236,B-266431,B-239978,B-244206",,False,,0.8030941427488679,495,513,18,True,1,4,True,False,True,False,False,False,False,False
W-132911,PRIYANKA SATISH JARKIHOLI,Lok Sabha,Karnataka,CHIKKODI,V-416046,Health,2024-12-11,2025-01-08,39663409.56,35425466.94,59,"B-607150,B-23781,B-296787,B-991840",,False,,0.8931523369520428,602,630,28,True,1,4,True,False,False,True,False,False,False,False
W-535663,PRIYANKA SATISH JARKIHOLI,Lok Sabha,Karnataka,CHIKKODI,V-967842,Health,2023-11-17,2023-12-02,20871735.32,13946294.48,94,"B-264993,B-433870,B-7031",,False,,0.6681904626605815,1005,1020,15,True,1,3,True,False,False,True,False,False,False,False
W-409208,PRIYANKA SATISH JARKIHOLI,Lok Sabha,Karnataka,CHIKKODI,V-354016,Road,2021-12-23,2022-01-03,35982186.65,25802183.53,69,"B-16919,B-249864,B-712812",,False,,0.7170821434777923,1703,1714,11,True,1,3,True,False,False,False,False,True,False,False
W-105542,PRIYANKA SATISH JARKIHOLI,Lok Sabha,Karnataka,CHIKKODI,V-625195,Health,2022-09-06,2022-10-09,49747668.47,34603295.25,82,"B-990711,B-977417",,False,,0.6955762212427561,1424,1457,33,True,1,2,True,False,False,True,False,False,False,False
W-235029,Prof Sougata Ray,Lok Sabha,West Bengal,DUM DUM,V-84286,Water,2022-07-05,2022-07-23,62821578.27,44514764.9,45,"B-636917,B-398963,B-62468,B-78247",,False,,0.7085903621949865,1502,1520,18,True,1,4,True,False,False,False,False,False,False,True
W-446959,Prof Sougata Ray,Lok Sabha,West Bengal,DUM DUM,V-963730,Water,2025-03-31,2025-05-03,9725004.67,8585432.18,59,"B-222626,B-276814,B-294122",,False,,0.8828203657818912,487,520,33,True,1,3,True,False,False,False,False,False,False,True
W-731000,Prof Sougata Ray,Lok Sabha,West Bengal,DUM DUM,V-298719,Education,2025-09-28,2025-10-22,9607074.01,7140554.62,43,"B-430550,B-730931,B-353307,B-206059",,False,,0.7432600823692416,315,339,24,False,1,4,True,False,True,False,False,False,False,False
W-956612,Prof Sougata Ray,Lok Sabha,West Bengal,DUM DUM,V-385594,Sanitation,2024-10-20,2024-11-07,38899005.21,37856708.89,58,"B-632899,B-337445,B-118775",,False,,0.9732050649014528,664,682,18,True,1,3,True,False,False,False,False,False,True,False
W-943213,Prof Sougata Ray,Lok Sabha,West Bengal,DUM DUM,V-150638,Water,2023-04-25,2023-05-25,25212337.84,18473017.33,81,"B-354772,B-688935,B-263392,B-315221,B-212150",,True,sanction_delay,0.7326975168757297,1196,1226,30,True,1,5,True,False,False,False,False,False,False,True
W-212144,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA(SC),V-870860,Sanitation,2024-11-29,2025-02-25,23110451.85,19756867.53,61,"B-478575,B-979268,B-902057,B-304394,B-150708",,False,,0.8548888467535524,554,642,88,True,1,5,True,False,False,False,False,False,True,False
W-855417,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA(SC),V-901195,Health,2026-03-04,2022-07-28,14210092.52,12380122.56,32,"B-117789,B-279472,B-842195,B-130857,B-909835",,False,,0.8712204049745343,1497,182,-1315,True,1,5,True,False,False,True,False,False,False,False
W-600033,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA(SC),V-DUP-000,Road,2021-09-01,2021-09-06,25768045.85,17450040.28,36,"B-112439,B-235983,B-961284,B-576370,B-398081",,True,duplicate_vendor,0.6771968810355093,1822,1827,5,True,6,5,True,False,False,False,False,True,False,False
W-556162,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA(SC),V-128308,Education,2025-07-06,2025-07-16,21914021.22,18201599.97,94,"B-532224,B-317297,B-951198,B-371896,B-284045",,False,,0.8305915097585179,413,423,10,True,1,5,True,False,True,False,False,False,False,False
W-576275,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA(SC),V-249745,Sanitation,2021-10-31,2021-11-22,61262388.56,54363134.24,54,"B-995495,B-932418,B-653365,B-77219,B-961324",,False,,0.8873818915296958,1745,1767,22,True,1,5,True,False,False,False,False,False,True,False
W-526839,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-43451,Sanitation,2023-05-16,2023-06-07,18075656.16,15513934.5,48,"B-441418,B-742887",,False,,0.8582778053906066,1183,1205,22,True,1,2,True,False,False,False,False,False,True,False
W-948904,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-265915,Other,2022-12-21,2023-01-10,18354212.55,15719055.22,62,"B-518061,B-65299,B-872102,B-790371",,False,,0.8564276553504334,1331,1351,20,True,1,4,True,False,False,False,True,False,False,False
W-868416,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-777002,Sanitation,2022-02-05,2022-02-11,16260995.07,14449682.78,40,"B-257195,B-4328",,False,,0.8886099969772636,1664,1670,6,True,1,2,True,False,False,False,False,False,True,False
W-385276,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-335678,Road,2022-03-11,2022-03-31,25741321.07,20437722.91,43,"B-816966,B-30095,B-694054",,False,,0.7939655798714608,1616,1636,20,True,1,3,True,False,False,False,False,True,False,False
W-755831,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-108633,Road,2023-11-26,2023-12-24,39423276.18,27913435.72,67,"B-286972,B-338204,B-25313,B-982716,B-467621",,False,,0.708044546895392,983,1011,28,True,1,5,True,False,False,False,False,True,False,False
W-801215,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-574877,Sanitation,2023-05-11,2023-06-10,8347631.91,6419277.94,54,"B-273439,B-328226,B-235529",,False,,0.7689938906278392,1180,1210,30,True,1,4,True,False,False,False,False,False,True,False
W-725180,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-308037,Other,2023-07-30,2023-08-03,16565325.34,15776620.04,86,B-DUP-012,,True,duplicate_beneficiary,0.9523881792954874,1126,1130,4,True,1,10,True,False,False,False,True,False,False,False
W-710287,PUSHPENDRA SAROJ,Lok Sabha,Uttar Pradesh,KAUSHAMBI(SC),V-221337,Other,2023-01-21,2023-01-22,3496581.72,2862406.02,93,"B-239784,B-420762",,False,,0.8186298073994392,1319,1320,1,True,1,2,True,False,False,False,True,False,False,False
W-312452,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-143969,Health,2024-01-29,2024-01-29,17197079.83,12738950.04,71,"B-243334,B-278832,B-237122",,False,,0.740762394890854,947,947,0,True,1,3,True,False,False,True,False,False,False,False
W-385836,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-759794,Sanitation,2023-02-12,2023-03-15,6813905.16,5609719.42,77,"B-539838,B-309145,B-473890,B-599158",,False,,0.8232752420639796,1267,1298,31,True,1,4,True,False,False,False,False,False,True,False
W-182385,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-975189,Road,2022-12-08,2023-01-10,27023680.34,29070250.7,88,"B-882529,B-652369",,False,,1.075732481077742,1331,1364,33,True,1,2,True,False,False,False,False,True,False,False
W-513910,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-208738,Health,2022-11-05,2022-11-06,10637393.88,7427169.18,41,"B-101273,B-565991",,False,,0.6982132337850405,1396,1397,1,True,1,2,True,False,False,True,False,False,False,False
W-955921,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-968027,Road,2024-11-09,2024-12-03,25364671.69,21840561.18,57,"B-698265,B-966486",,False,,0.8610622462190441,638,662,24,True,1,2,True,False,False,False,False,True,False,False
W-608458,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-369950,Health,2024-06-05,2024-06-21,28131819.28,24552220.37,76,"B-141168,B-420101",,False,,0.8727562240333004,803,819,16,True,1,2,True,False,False,True,False,False,False,False
W-838781,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-510692,Road,2022-12-27,2023-01-14,4545176.04,3892344.16,38,"B-7679,B-763831,B-748588,B-526209,B-198853",,False,,0.8563681859063923,1327,1345,18,True,1,6,True,False,False,False,False,True,False,False
W-737896,Putta Mahesh Kumar,Lok Sabha,Andhra Pradesh,ELURU,V-479803,Health,2023-01-01,2023-02-04,26551273.78,19411679.11,68,"B-687752,B-629416,B-215194,B-585917",,False,,0.7311016138375264,1306,1340,34,True,1,4,True,False,False,True,False,False,False,False
W-478399,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-1605,Other,2023-10-17,2023-10-24,11415431.48,10526884.15,95,"B-362773,B-166900,B-663414,B-623370,B-624845",,False,,0.9221626154423731,1044,1051,7,True,1,5,True,False,False,False,True,False,False,False
W-167186,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-337909,Education,2022-10-12,2022-11-10,6417793.09,4862203.24,47,"B-32986,B-424524,B-190985,B-527057",,False,,0.7576129631813979,1392,1421,29,True,1,4,True,False,True,False,False,False,False,False
W-723183,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-DUP-004,Other,2021-09-26,2021-10-23,12013825.53,8352074.22,80,"B-801465,B-859502,B-565298,B-242191",,True,duplicate_vendor,0.6952052199479545,1775,1802,27,True,6,4,True,False,False,False,True,False,False,False
W-423824,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-808738,Education,2022-01-12,2022-01-15,20353618.77,19363877.26,53,"B-281573,B-990102,B-498982,B-729458",,False,,0.9513727007868096,1691,1694,3,True,1,4,True,False,True,False,False,False,False,False
W-352362,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-690743,Other,2022-06-01,2022-06-18,11673112.8,9454762.08,48,"B-841158,B-630720",,False,,0.8099606541967109,1537,1554,17,True,1,2,True,False,False,False,True,False,False,False
W-952237,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-496137,Sanitation,2023-11-05,2023-11-17,82385373.59,73318929.92,68,"B-767961,B-22074,B-796776,B-802513",,False,,0.8899508095317966,1020,1032,12,True,1,4,True,False,False,False,False,False,True,False
W-143772,R.K. CHAUDHARY,Lok Sabha,Uttar Pradesh,MOHANLALGANJ(SC),V-299190,Water,2024-08-31,2024-09-18,2005844.73,1433037.95,49,"B-714940,B-133623,B-590312,B-391325",,False,,0.7144311464227842,714,732,18,True,1,4,True,False,False,False,False,False,False,True
W-986223,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-953763,Education,2024-04-05,2024-04-30,6649846.77,6406525.7,79,"B-878638,B-324609,B-71070,B-791853,B-510473",,False,,0.9634095222918949,855,880,25,True,1,5,True,False,True,False,False,False,False,False
W-690263,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-616555,Sanitation,2023-04-01,2023-04-27,11130211.94,9808334.01,82,"B-767651,B-441169,B-46505,B-88725,B-224294",,False,,0.8812351519336837,1224,1250,26,True,1,6,True,False,False,False,False,False,True,False
W-247567,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-217185,Water,2024-08-16,2024-08-16,55180297.65,53152868.55,57,"B-826807,B-501656,B-392657",,False,,0.9632580977931713,747,747,0,True,1,3,True,False,False,False,False,False,False,True
W-399592,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-775959,Health,2024-04-20,2024-05-24,22361987.48,21683731.05,83,"B-635814,B-514378,B-916950,B-189259",,False,,0.969669224141789,831,865,34,True,1,4,True,False,False,True,False,False,False,False
W-513162,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-567076,Water,2022-04-08,2022-05-03,12897137.94,11127451.29,54,"B-855501,B-951641,B-807461",,False,,0.8627845450492251,1583,1608,25,True,1,3,True,False,False,False,False,False,False,True
W-832262,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-996748,Road,2023-11-06,2023-12-10,5193369.05,4761629.56,69,"B-979033,B-770369,B-820497,B-130225",,False,,0.916867165448217,997,1031,34,True,1,4,True,False,False,False,False,True,False,False
W-936639,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-158135,Health,2025-12-06,2026-01-02,11554710.76,10271610.36,53,"B-997536,B-665572",,False,,0.8889543471359035,243,270,27,False,1,2,True,False,False,True,False,False,False,False
W-274103,RABINDRA NARAYAN BEHERA,Lok Sabha,Odisha,JAJPUR(SC),V-805854,Road,2026-02-28,2026-03-30,21361732.43,14596513.64,89,"B-471882,B-241550,B-759914,B-286140,B-14999",,False,,0.6833019600742186,156,186,30,False,1,5,True,False,False,False,False,True,False,False
W-855691,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-322408,Education,2022-07-18,2022-08-16,62473222.64,42175486.13,87,"B-203457,B-468118,B-134861,B-322477",,False,,0.6750970151329463,1478,1507,29,True,1,4,True,False,True,False,False,False,False,False
W-951775,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-760419,Water,2024-08-29,2024-10-01,18046392.35,17660266.38,58,"B-54279,B-420018,B-977009,B-665968,B-81513",,False,,0.9786037030276579,701,734,33,True,1,5,True,False,False,False,False,False,False,True
W-139470,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-685842,Sanitation,2022-08-28,2022-09-27,5745537.79,4263364.13,48,"B-346753,B-199365,B-843451,B-934040,B-259501",,False,,0.7420304740524559,1436,1466,30,True,1,5,True,False,False,False,False,False,True,False
W-549851,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-589585,Health,2022-10-17,2022-11-18,7979998.68,6594215.47,39,"B-930491,B-760636,B-983361",,False,,0.8263429274151208,1384,1416,32,True,1,3,True,False,False,True,False,False,False,False
W-489015,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-108566,Health,2023-02-18,2023-02-21,7915596.95,6687961.05,50,"B-760663,B-866772,B-326878,B-208661",,False,,0.8449092459160644,1289,1292,3,True,1,4,True,False,False,True,False,False,False,False
W-841337,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-633550,Education,2023-05-27,2023-11-27,9509597.29,7455426.85,88,"B-905301,B-754290,B-220138,B-831874",,True,sanction_delay,0.7839897550488176,1010,1194,184,True,1,4,True,False,True,False,False,False,False,False
W-969613,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-171866,Water,2024-07-28,2024-07-28,13336583.7,12884416.78,90,"B-923042,B-731724,B-717017",,False,,0.9660957460942565,766,766,0,True,1,3,True,False,False,False,False,False,False,True
W-949179,RACHNA BANERJEE,Lok Sabha,West Bengal,HOOGHLY,V-814909,Health,2022-07-24,2022-07-28,21258070.6,13856247.89,63,"B-860400,B-637733,B-515532,B-422098,B-578900",,False,,0.651811170953586,1497,1501,4,True,1,5,True,False,False,True,False,False,False,False
W-505462,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-419130,Other,2026-03-14,2026-03-21,59443935.98,44126996.06,94,"B-736189,B-454945,B-31583,B-428828",,False,,0.7423296478020331,165,172,7,False,1,4,True,False,False,False,True,False,False,False
W-351203,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-855002,Water,2025-02-18,2025-03-01,5342043.14,4803587.56,42,"B-192669,B-801189,B-791709,B-711016",,False,,0.8992041872578364,550,561,11,True,1,4,True,False,False,False,False,False,False,True
W-320703,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-63643,Other,2025-04-23,2025-05-17,4066552.7,3465366.66,83,"B-10653,B-877681,B-297478,B-841024",,False,,0.8521632241480603,473,497,24,True,1,4,True,False,False,False,True,False,False,False
W-909956,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-781239,Sanitation,2026-06-04,2026-06-21,7795264.96,7277925.4,59,"B-398735,B-224679,B-547796",,True,duplicate_vendor,0.9336341275563262,73,90,17,False,1,3,True,False,False,False,False,False,True,False
W-153101,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-35671,Sanitation,2022-06-06,2022-06-29,40254280.33,32645096.83,35,"B-343584,B-133708",,False,,0.8109720646445352,1526,1549,23,True,1,2,True,False,False,False,False,False,True,False
W-309750,Radha Mohan Singh,Lok Sabha,Bihar,PURVI CHAMPARAN,V-101294,Water,2025-08-15,2025-09-06,15397443.19,14307992.39,40,"B-842330,B-978844",,False,,0.9292446942939493,361,383,22,False,1,2,True,False,False,False,False,False,False,True
